year,species,origin,cult_start,no_parents,endpoint,factor,tank,tank_rep,settle_date,assess_date,settle_time,inducer,rep,suc,tot,partial_meta,attempt_meta,photo,comments,use_in_model,reason_for_exclusion
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,FSW,16,0,12,0,0,No,All have normal morphology & are swimming,No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,FSW,17,0,12,0,0,No,All have normal morphology & are swimming,No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,FSW,18,0,12,0,0,No,All have normal morphology & are swimming,No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,FSW,19,0,13,0,0,No,All have normal morphology & are swimming,No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,FSW,20,0,13,0,0,No,All have normal morphology & are swimming,No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,FSW,21,0,14,0,0,No,All have normal morphology & are swimming,No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,FSW,22,0,13,0,0,No,All have normal morphology & are swimming,No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,FSW,23,0,12,0,0,No,All have normal morphology & are swimming,No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,FSW,24,0,12,0,0,No,All have normal morphology & are swimming,No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,1,10,10,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,2,12,12,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,3,10,11,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,4,12,13,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,5,12,12,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,6,10,12,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,7,12,12,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,8,13,13,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,9,13,13,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,10,11,12,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,11,13,13,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,12,11,11,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,13,12,13,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,14,15,15,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,15,13,13,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,16,11,11,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,17,12,12,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,18,11,12,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,19,10,10,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,20,12,12,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,21,13,13,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,22,13,13,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,23,13,13,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_06,1,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,24,12,12,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,1,0,11,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,2,0,12,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,3,0,16,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,4,0,14,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,5,0,10,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,6,0,12,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,7,0,12,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,8,0,11,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,9,0,12,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,10,0,12,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,11,0,12,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,12,0,11,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,13,0,12,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,14,0,14,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,15,0,14,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,16,0,13,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,17,0,11,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,18,0,13,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,19,0,11,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,20,0,12,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,21,0,12,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,22,0,12,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,23,0,12,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,FSW,24,0,13,0,0,No,"All swimming, may have some more bumps/imperfections than larvae from MN_02 and MN_04.",No,Self-settlement control.
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,1,12,12,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,2,12,12,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,3,11,12,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,4,11,11,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,5,10,11,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,6,9,10,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,7,16,16,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,8,13,14,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,9,11,12,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,10,11,11,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,11,14,14,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,12,13,13,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,13,12,12,0,0,Yes,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,14,11,11,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,15,12,12,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,16,14,14,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,17,11,12,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,18,14,14,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,19,12,12,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,20,11,12,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,21,12,12,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,22,12,12,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,23,12,12,0,0,No,,Yes,NA
Nov-22,Atenuis,Falcon Island north (Palm islands),13/11/2022,9,Metamorphosis,M,MN_08,2,18/11/2022,19/11/2022,12/01/1900,Porolithon onkodes fairy dust,24,12,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,1,6,13,0,0,Yes,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,2,4,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,3,8,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,4,0,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,5,10,15,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,6,7,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,7,1,13,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,8,4,10,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,9,6,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,10,9,13,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,11,1,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,12,2,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,13,16,23,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,14,10,14,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,15,2,13,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,16,5,14,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,17,10,13,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,18,11,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,19,5,13,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,20,4,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,21,3,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,22,9,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,23,9,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,24,4,13,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,1,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,2,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,3,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,4,0,10,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,5,0,13,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,6,0,15,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,7,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,8,0,9,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,9,0,9,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,10,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,11,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,12,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,13,0,10,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,14,0,10,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,15,0,13,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,16,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,17,0,13,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,18,0,9,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,19,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,20,0,12,0,0,No,,No,Self-settlement control.
