year,species,origin,cult_start,no_parents,endpoint,factor,tank,tank_rep,settle_date,assess_date,settle_time,inducer,rep,suc,tot,partial_meta,attempt_meta,photo,comments,use_in_model,reason_for_exclusion
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,21,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,22,0,14,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,23,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_05,1,17/12/2022,19/12/2022,48,FSW,24,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,1,7,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,2,10,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,3,11,13,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,4,9,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,5,8,9,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,6,9,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,7,8,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,8,7,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,9,6,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,10,5,10,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,11,7,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,12,8,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,13,6,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,14,8,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,15,5,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,16,11,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,17,10,13,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,18,9,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,19,9,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,20,5,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,21,11,13,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,22,23,24,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,23,13,15,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,24,20,21,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,1,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,2,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,3,0,13,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,4,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,5,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,6,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,7,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,8,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,9,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,10,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,11,0,13,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,12,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,13,0,10,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,14,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,15,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,16,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,17,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,18,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,19,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,20,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,21,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,22,0,23,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,23,0,13,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_07,1,17/12/2022,19/12/2022,48,FSW,24,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,1,5,13,0,0,Yes,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,2,4,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,3,8,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,4,6,10,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,5,8,12,0,0,Yes,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,6,4,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,7,6,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,8,0,10,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,9,8,13,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,10,11,13,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,11,9,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,12,4,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,13,9,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,14,0,10,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,15,13,14,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,16,6,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,17,7,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,18,5,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,19,11,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,20,15,21,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,21,2,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,22,9,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,23,5,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,24,6,13,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,1,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,2,0,13,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,3,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,4,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,5,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,6,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,7,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,8,0,13,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,9,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,10,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,11,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,12,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,13,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,14,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,15,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,16,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,17,0,10,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,18,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,19,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,20,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,21,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,22,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,23,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,M,MN_08,2,17/12/2022,19/12/2022,48,FSW,24,0,19,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,1,4,13,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,2,5,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,3,5,10,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,4,1,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,5,3,13,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,6,5,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,7,9,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,8,8,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,9,8,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,10,10,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,11,0,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,12,8,10,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,13,8,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,14,4,14,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,15,9,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,16,6,13,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,17,2,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,18,7,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,19,3,12,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,20,4,13,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,21,1,10,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,22,3,9,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,23,4,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,Titanoderma tesselatum fairy dust,24,0,11,0,0,No,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,FSW,1,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,FSW,2,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,FSW,3,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,FSW,4,0,10,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,FSW,5,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,FSW,6,0,10,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,FSW,7,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,FSW,8,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,FSW,9,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,FSW,10,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,FSW,11,0,11,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,FSW,12,0,12,0,0,No,,No,Self-settlement control.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Metamorphosis,AS,MN_10,2,17/12/2022,19/12/2022,48,FSW,13,0,12,0,0,No,,No,Self-settlement control.
