year,species,origin,cult_star,no_parents,endpoint,factor,tank,tank_rep,assess_date,larval_age,rep,vol_sampl,vol_conc,vol_subsampl,L_counted,L_total_sampl,density,L_tank_total,comments,use_in_model,reason_for_exclusion
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_07,1,15/12/2022,3,4,500,30,3,17,170,0.34,28900,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_07,1,15/12/2022,3,5,500,30,3,32,320,0.64,54400,"Chimaeras, individual larvae in chimaera counted where possible.",No,Attempted to count individual larvae in chimaeras.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_07,1,15/12/2022,3,6,500,30,3,35,350,0.7,59500,"Chimaeras, individual larvae in chimaera counted where possible.",No,Attempted to count individual larvae in chimaeras.
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_07,1,16/12/2022,4,1,500,30,3,15,150,0.3,25500,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_07,1,16/12/2022,4,2,500,30,3,18,180,0.36,30600,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_07,1,16/12/2022,4,3,500,30,3,21,210,0.42,35700,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_07,1,16/12/2022,4,4,500,30,3,23,230,0.46,39100,"Chimaera present, individuals not counted.",Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_07,1,16/12/2022,4,5,500,30,3,10,100,0.2,17000,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_07,1,16/12/2022,4,6,500,30,3,15,150,0.3,25500,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_07,1,17/12/2022,5,1,500,30,3,18,180,0.36,30600,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_07,1,17/12/2022,5,2,500,30,3,19,190,0.38,32300,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_07,1,17/12/2022,5,3,500,30,3,18,180,0.36,30600,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_07,1,17/12/2022,5,4,500,30,3,14,140,0.28,23800,"Chimaera present, individuals not counted.",Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_07,1,17/12/2022,5,5,500,30,3,24,240,0.48,40800,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_07,1,17/12/2022,5,6,500,30,3,14,140,0.28,23800,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,13/12/2022,1,1,500,40,3,17,227,0.45,38533,Swimming! Some broken/weird larvae.,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,13/12/2022,1,2,500,40,3,14,187,0.37,31733,Swimming! Some broken/weird larvae.,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,13/12/2022,1,3,500,40,3,11,147,0.29,24933,Swimming! Some broken/weird larvae.,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,13/12/2022,1,4,500,40,3,11,147,0.29,24933,Swimming! Some broken/weird larvae.,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,13/12/2022,1,5,500,40,3,13,173,0.35,29467,Swimming! Some broken/weird larvae.,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,13/12/2022,1,6,500,40,3,11,147,0.29,24933,Swimming! Some broken/weird larvae.,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,14/12/2022,2,1,500,30,3,22,220,0.44,37400,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,14/12/2022,2,2,500,30,3,23,230,0.46,39100,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,14/12/2022,2,3,500,30,3,26,260,0.52,44200,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,14/12/2022,2,4,500,30,3,15,150,0.3,25500,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,14/12/2022,2,5,500,30,3,25,250,0.5,42500,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,14/12/2022,2,6,500,30,3,19,190,0.38,32300,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,15/12/2022,3,1,500,30,3,23,230,0.46,39100,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,15/12/2022,3,2,500,30,3,20,200,0.4,34000,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,15/12/2022,3,3,500,30,3,12,120,0.24,20400,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,15/12/2022,3,4,500,30,3,18,180,0.36,30600,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,15/12/2022,3,5,500,30,3,21,210,0.42,35700,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,15/12/2022,3,6,500,30,3,12,120,0.24,20400,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,16/12/2022,4,1,500,30,3,21,210,0.42,35700,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,16/12/2022,4,2,500,30,3,19,190,0.38,32300,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,16/12/2022,4,3,500,30,3,12,120,0.24,20400,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,16/12/2022,4,4,500,30,3,25,250,0.5,42500,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,16/12/2022,4,5,500,30,3,17,170,0.34,28900,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,16/12/2022,4,6,500,30,3,14,140,0.28,23800,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,17/12/2022,5,1,500,30,3,19,190,0.38,32300,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,17/12/2022,5,2,500,30,3,18,180,0.36,30600,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,17/12/2022,5,3,500,30,3,10,100,0.2,17000,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,17/12/2022,5,4,500,30,3,11,110,0.22,18700,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,17/12/2022,5,5,500,30,3,24,240,0.48,40800,,Yes,NA
Dec-22,Dfavus,Falcon Island north (Palm islands),12/12/2022,5,Larval survival,AS,MN_10,2,17/12/2022,5,6,500,30,3,19,190,0.38,32300,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,14/12/2022,1,1,500,30,3,36,360,0.72,61200,"Swimming! Broken, dying and weird larvae observed.",Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,14/12/2022,1,2,500,30,3,31,310,0.62,52700,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,14/12/2022,1,3,500,30,3,22,220,0.44,37400,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,14/12/2022,1,4,500,30,3,38,380,0.76,64600,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,14/12/2022,1,5,500,30,3,29,290,0.58,49300,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,14/12/2022,1,6,500,30,3,24,240,0.48,40800,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,15/12/2022,2,1,500,30,3,46,460,0.92,78200,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,15/12/2022,2,2,500,30,3,57,570,1.14,96900,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,15/12/2022,2,3,500,30,3,58,580,1.16,98600,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,15/12/2022,2,4,500,30,3,55,550,1.1,93500,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,15/12/2022,2,5,500,30,3,37,370,0.74,62900,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,15/12/2022,2,6,500,30,3,66,660,1.32,112200,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,16/12/2022,3,1,500,35,3,35,408,0.82,69417,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,16/12/2022,3,2,500,35,3,27,315,0.63,53550,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,16/12/2022,3,3,500,35,3,49,572,1.14,97183,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,16/12/2022,3,4,500,35,3,25,292,0.58,49583,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,16/12/2022,3,5,500,35,3,40,467,0.93,79333,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,16/12/2022,3,6,500,35,3,45,525,1.05,89250,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,17/12/2022,4,1,500,30,3,52,520,1.04,88400,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,17/12/2022,4,2,500,30,3,55,550,1.1,93500,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,17/12/2022,4,3,500,30,3,43,430,0.86,73100,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,17/12/2022,4,4,500,30,3,51,510,1.02,86700,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,17/12/2022,4,5,500,30,3,38,380,0.76,64600,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,17/12/2022,4,6,500,30,3,49,490,0.98,83300,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,18/12/2022,5,1,500,30,3,84,840,1.68,142800,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,18/12/2022,5,2,500,30,3,46,460,0.92,78200,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,18/12/2022,5,3,500,30,3,50,500,1,85000,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,18/12/2022,5,4,500,30,3,46,460,0.92,78200,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,18/12/2022,5,5,500,30,3,44,440,0.88,74800,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,18/12/2022,5,6,500,30,3,42,420,0.84,71400,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,19/12/2022,6,1,500,30,5,77,462,0.92,78540,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,19/12/2022,6,2,500,30,5,80,480,0.96,81600,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,19/12/2022,6,3,500,30,5,84,504,1.01,85680,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,19/12/2022,6,4,500,30,5,81,486,0.97,82620,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,19/12/2022,6,5,500,30,5,77,462,0.92,78540,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_02,1,19/12/2022,6,6,500,30,5,47,282,0.56,47940,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,14/12/2022,1,1,500,40,3,27,360,0.72,61200,Swimming! Broken and dying larvae observed.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,14/12/2022,1,2,500,40,3,17,227,0.45,38533,Swimming! Broken and dying larvae observed.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,14/12/2022,1,3,500,40,3,14,187,0.37,31733,Swimming! Broken and dying larvae observed.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,14/12/2022,1,4,500,40,3,25,333,0.67,56667,Swimming! Broken and dying larvae observed.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,14/12/2022,1,5,500,40,3,24,320,0.64,54400,Swimming! Broken and dying larvae observed.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,14/12/2022,1,6,500,40,3,20,267,0.53,45333,Swimming! Broken and dying larvae observed.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,15/12/2022,2,1,500,30,3,53,530,1.06,90100,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,15/12/2022,2,2,500,30,3,46,460,0.92,78200,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,15/12/2022,2,3,500,30,3,46,460,0.92,78200,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,15/12/2022,2,4,500,30,3,31,310,0.62,52700,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,15/12/2022,2,5,500,30,3,47,470,0.94,79900,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,15/12/2022,2,6,500,30,3,28,280,0.56,47600,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,16/12/2022,3,1,500,45,3,28,420,0.84,71400,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,16/12/2022,3,2,500,45,3,24,360,0.72,61200,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,16/12/2022,3,3,500,45,3,38,570,1.14,96900,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,16/12/2022,3,4,500,45,3,24,360,0.72,61200,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,16/12/2022,3,5,500,45,3,26,390,0.78,66300,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,16/12/2022,3,6,500,45,3,23,345,0.69,58650,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,17/12/2022,4,1,500,45,3,19,285,0.57,48450,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,17/12/2022,4,2,500,45,3,25,375,0.75,63750,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,17/12/2022,4,3,500,45,3,33,495,0.99,84150,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,17/12/2022,4,4,500,45,3,30,450,0.9,76500,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,17/12/2022,4,5,500,45,3,28,420,0.84,71400,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,17/12/2022,4,6,500,45,3,36,540,1.08,91800,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,18/12/2022,5,1,500,30,3,49,490,0.98,83300,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,18/12/2022,5,2,500,30,3,49,490,0.98,83300,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,18/12/2022,5,3,500,30,3,52,520,1.04,88400,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,18/12/2022,5,4,500,30,3,33,330,0.66,56100,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,18/12/2022,5,5,500,30,3,44,440,0.88,74800,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,18/12/2022,5,6,500,30,3,46,460,0.92,78200,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,19/12/2022,6,1,500,30,5,94,564,1.13,95880,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,19/12/2022,6,2,500,30,5,57,342,0.68,58140,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,19/12/2022,6,3,500,30,5,72,432,0.86,73440,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,19/12/2022,6,4,500,30,5,68,408,0.82,69360,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,19/12/2022,6,5,500,30,5,72,432,0.86,73440,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,M,MN_03,2,19/12/2022,6,6,500,30,5,67,402,0.8,68340,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,14/12/2022,1,1,500,30,3,23,230,0.46,39100,"Swimming! Broken, weird and dying larvae observed.",Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,14/12/2022,1,2,500,30,3,23,230,0.46,39100,"Swimming! Broken, weird and dying larvae observed.",Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,14/12/2022,1,3,500,30,3,32,320,0.64,54400,"Swimming! Broken, weird and dying larvae observed.",Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,14/12/2022,1,4,500,30,3,28,280,0.56,47600,"Swimming! Broken, weird and dying larvae observed.",Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,14/12/2022,1,5,500,30,3,24,240,0.48,40800,"Swimming! Broken, weird and dying larvae observed.",Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,14/12/2022,1,6,500,30,3,30,300,0.6,51000,"Swimming! Broken, weird and dying larvae observed.",Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,15/12/2022,2,1,500,30,3,33,330,0.66,56100,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,15/12/2022,2,2,500,30,3,43,430,0.86,73100,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,15/12/2022,2,3,500,30,3,50,500,1,85000,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,15/12/2022,2,4,500,30,3,34,340,0.68,57800,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,15/12/2022,2,5,500,30,3,33,330,0.66,56100,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,15/12/2022,2,6,500,30,3,36,360,0.72,61200,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,16/12/2022,3,1,500,30,3,27,270,0.54,45900,Some small to tiny larvae.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,16/12/2022,3,2,500,30,3,33,330,0.66,56100,Some small to tiny larvae.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,16/12/2022,3,3,500,30,3,25,250,0.5,42500,Some small to tiny larvae.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,16/12/2022,3,4,500,30,3,38,380,0.76,64600,Some small to tiny larvae.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,16/12/2022,3,5,500,30,3,31,310,0.62,52700,Some small to tiny larvae.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,16/12/2022,3,6,500,30,3,24,240,0.48,40800,Some small to tiny larvae.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,17/12/2022,4,1,500,30,3,36,360,0.72,61200,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,17/12/2022,4,2,500,30,3,24,240,0.48,40800,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,17/12/2022,4,3,500,30,3,30,300,0.6,51000,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,17/12/2022,4,4,500,30,3,37,370,0.74,62900,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,17/12/2022,4,5,500,30,3,23,230,0.46,39100,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,17/12/2022,4,6,500,30,3,33,330,0.66,56100,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,18/12/2022,5,1,500,30,3,30,300,0.6,51000,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,18/12/2022,5,2,500,30,3,35,350,0.7,59500,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,18/12/2022,5,3,500,30,3,23,230,0.46,39100,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,18/12/2022,5,4,500,30,3,34,340,0.68,57800,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,18/12/2022,5,5,500,30,3,32,320,0.64,54400,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,18/12/2022,5,6,500,30,3,38,380,0.76,64600,,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,19/12/2022,6,1,500,30,5,84,504,1.01,85680,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,19/12/2022,6,2,500,30,5,38,228,0.46,38760,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,19/12/2022,6,3,500,30,5,37,222,0.44,37740,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Melephantotus,SeaSim ex situ rearing,13/12/2022,9,Larval survival,AS,MN_04,1,19/12/2022,6,4,500,30,5,55,330,0.66,56100,All larvae in sample counted across the 6 reps.,Yes,NA
