 year,species,origin,endpoint,factor,spawn_date,sample_time,sample_ID,sample_order,sample_location,turb,adj_turb,CASA_date,CASA_start,caffeine,tech_rep,CASA_op,DF,tech_sperm_conc,percent_CoV,sperm_conc,adj_sperm_conc,sperm_conc_mill,adj_sperm_conc_mill,motile_sperm,prog_sperm,VAP,VSL,VCL,slide,total_cells,total_frames,comments,sample_fixed,fixative,include_in_model,reason_for_exclusion,analysis_comment
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation start,AS,13/11/2022,19:19,S3,3,Top,9.06,7.92,13/11/2022,NA,NA,1,C Brunner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No sample collected,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,No sample collected,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation start,AS,13/11/2022,19:19,S3,3,Top,9.06,7.92,13/11/2022,NA,NA,2,C Brunner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No sample collected,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,No sample collected,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation start,AS,13/11/2022,19:19,S3,3,Top,9.06,7.92,13/11/2022,NA,NA,3,C Brunner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No sample collected,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,No sample collected,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation start,AS,13/11/2022,19:19,WS3,3,Top,6.91,5.77,13/11/2022,23:02,No,1,C Brunner,0,2030000,10.71,2370000,2243333.33,2.37,2.243333333,1.9,0,0.16,0.14,0.36,Leja - made 2020 05,53,6,,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Sampled from top of AutoFert tank.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation start,AS,13/11/2022,19:19,WS3,3,Top,6.91,5.77,13/11/2022,23:03,No,2,C Brunner,0,2440000,NA,NA,NA,NA,NA,5.7,0,0.55,0.39,1.04,Leja - made 2020 05,53,5,,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Sampled from top of AutoFert tank.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation start,AS,13/11/2022,19:19,WS3,3,Top,6.91,5.77,13/11/2022,23:07,No,3,C Brunner,0,2640000,NA,NA,NA,NA,NA,4.3,0,0.41,0.17,0.79,Leja - made 2020 05,46,4,,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Sampled from top of AutoFert tank.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation start,AS,13/11/2022,19:19,S4,4,Top,9.06,7.92,13/11/2022,NA,NA,1,C Brunner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No sample collected,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,No sample collected,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation start,AS,13/11/2022,19:19,S4,4,Top,9.06,7.92,13/11/2022,NA,NA,2,C Brunner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No sample collected,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,No sample collected,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation start,AS,13/11/2022,19:19,S4,4,Top,9.06,7.92,13/11/2022,NA,NA,3,C Brunner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No sample collected,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,No sample collected,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation start,AS,13/11/2022,19:19,WS4,4,Top,6.91,5.77,13/11/2022,NA,NA,1,C Brunner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No sample collected,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,No sample collected,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation start,AS,13/11/2022,19:19,WS4,4,Top,6.91,5.77,13/11/2022,NA,NA,2,C Brunner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No sample collected,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,No sample collected,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation start,AS,13/11/2022,19:19,WS4,4,Top,6.91,5.77,13/11/2022,NA,NA,3,C Brunner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No sample collected,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,No sample collected,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation start,AS,13/11/2022,19:19,S5,5,Top,9.06,7.92,13/11/2022,NA,NA,1,C Brunner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No sample collected,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,No sample collected,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation start,AS,13/11/2022,19:19,S5,5,Top,9.06,7.92,13/11/2022,NA,NA,2,C Brunner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No sample collected,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,No sample collected,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation start,AS,13/11/2022,19:19,S5,5,Top,9.06,7.92,13/11/2022,NA,NA,3,C Brunner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No sample collected,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,No sample collected,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation start,AS,13/11/2022,19:19,WS5,5,Top,6.91,5.77,13/11/2022,NA,NA,1,C Brunner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No sample collected,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,No sample collected,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation start,AS,13/11/2022,19:19,WS5,5,Top,6.91,5.77,13/11/2022,NA,NA,2,C Brunner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No sample collected,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,No sample collected,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation start,AS,13/11/2022,19:19,WS5,5,Top,6.91,5.77,13/11/2022,NA,NA,3,C Brunner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No sample collected,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,No sample collected,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,E1,1,Top,5.56,4.42,14/11/2022,1:00,No,1,C Brunner,0,6950000,11.52,8116666.67,7990000,8.12,7.99,1.7,0.8,0.48,0.58,2.35,Leja - made 2020 05,121,4,"eggs in sample, staring to degrade",Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Sampled from top of AutoFert tank.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,E1,1,Top,5.56,4.42,14/11/2022,1:02,No,2,C Brunner,0,8160000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2020 05,142,4,"eggs in sample, staring to degrade",Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Sampled from top of AutoFert tank.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,E1,1,Top,5.56,4.42,14/11/2022,1:03,No,3,C Brunner,0,9240000,NA,NA,NA,NA,NA,1.5,0.5,0.39,0.24,0.74,Leja - made 2020 05,201,5,"eggs in sample, staring to degrade",Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Sampled from top of AutoFert tank.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,E2,2,Top,5.56,4.42,14/11/2022,1:09,No,1,C Brunner,0,2680000,2.45,2593333.33,2466666.67,2.59,2.466666667,0,0,0,0,0,Leja - made 2020 05,35,3,,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Sampled from top of AutoFert tank.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,E2,2,Top,5.56,4.42,14/11/2022,1:11,No,2,C Brunner,0,2570000,NA,NA,NA,NA,NA,1.8,0,1.23,0.04,3.73,Leja - made 2020 05,56,5,,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Sampled from top of AutoFert tank.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,E2,2,Top,5.56,4.42,14/11/2022,1:12,No,3,C Brunner,0,2530000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2020 05,33,3,,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Sampled from top of AutoFert tank.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,E3,3,Top,5.56,4.42,14/11/2022,1:15,No,1,C Brunner,0,1910000,44.08,3350000,3223333.33,3.35,3.223333333,0,0,0,0,0,Leja - made 2020 05,25,3,"eggs, not vortexed to not break eggs",Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Percent coefficient of variance too high across technical replicates.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,E3,3,Top,5.56,4.42,14/11/2022,1:16,No,2,C Brunner,0,2760000,NA,NA,NA,NA,NA,16.7,0,3.8,0.95,10.27,Leja - made 2020 05,36,3,"eggs, not vortexed to not break eggs",Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Percent coefficient of variance too high across technical replicates.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,E3,3,Top,5.56,4.42,14/11/2022,1:17,No,3,C Brunner,0,5380000,NA,NA,NA,NA,NA,10.3,0.9,4.49,1.98,11.61,Leja - made 2020 05,117,5,"eggs, not vortexed to not break eggs",Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Percent coefficient of variance too high across technical replicates.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,E4,4,Top,5.56,4.42,14/11/2022,1:12,No,1,C Brunner,0,2530000,9.76,2690000,2563333.33,2.69,2.563333333,12.1,0,4.94,1.67,10.49,Leja - made 2020 05,33,3,,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Sampled from top of AutoFert tank.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,E4,4,Top,5.56,4.42,14/11/2022,1:22,No,2,C Brunner,0,2480000,NA,NA,NA,NA,NA,14.8,1.9,3.39,1.79,7.98,Leja - made 2020 05,54,5,,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Sampled from top of AutoFert tank.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,E4,4,Top,5.56,4.42,14/11/2022,1:24,No,3,C Brunner,0,3060000,NA,NA,NA,NA,NA,17.5,5,5.13,3.91,8.04,Leja - made 2020 05,40,3,,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Sampled from top of AutoFert tank.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,E5,5,Top,5.56,4.42,14/11/2022,1:27,No,1,C Brunner,0,3910000,7.89,3703333.33,3576666.67,3.7,3.576666667,1.5,0,0.55,0.34,0.99,Leja - made 2020 05,68,4,"eggs, not vortexed to not break eggs",Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Sampled from top of AutoFert tank.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,E5,5,Top,5.56,4.42,14/11/2022,1:28,No,2,C Brunner,0,3290000,NA,NA,NA,NA,NA,2.3,0,0.31,0.19,0.56,Leja - made 2020 05,43,3,"eggs, not vortexed to not break eggs",Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Sampled from top of AutoFert tank.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,E5,5,Top,5.56,4.42,14/11/2022,1:29,No,3,C Brunner,0,3910000,NA,NA,NA,NA,NA,2,0,0.13,0.12,0.17,Leja - made 2020 05,51,3,"eggs, not vortexed to not break eggs",Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Sampled from top of AutoFert tank.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,END1,1,Top,5.28,4.14,14/11/2022,1:32,No,1,C Brunner,0,2070000,21.57,2406666.67,2280000,2.41,2.28,0,0,0,0,0,Leja - made 2020 05,27,3,,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Sampled from top of AutoFert tank.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,END1,1,Top,5.28,4.14,14/11/2022,1:33,No,2,C Brunner,0,3140000,NA,NA,NA,NA,NA,2.4,0,0.55,0.43,1.36,Leja - made 2020 05,41,3,,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Sampled from top of AutoFert tank.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,END1,1,Top,5.28,4.14,14/11/2022,1:35,No,3,C Brunner,0,2010000,NA,NA,NA,NA,NA,2.9,0,0.97,0.27,2.51,Leja - made 2020 05,35,4,,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Sampled from top of AutoFert tank.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,END2,2,Top,5.28,4.14,14/11/2022,1:37,No,1,C Brunner,0,3290000,43.69,2053333.33,1926666.67,2.05,1.926666667,2.3,0,0.33,0.27,0.72,Leja - made 2020 05,43,3,,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Percent coefficient of variance too high across technical replicates.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,END2,2,Top,5.28,4.14,14/11/2022,1:41,No,2,C Brunner,0,1680000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2020 05,44,6,,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Percent coefficient of variance too high across technical replicates.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,END2,2,Top,5.28,4.14,14/11/2022,1:42,No,3,C Brunner,0,1190000,NA,NA,NA,NA,NA,3.8,0,1.57,1.1,5.24,Leja - made 2020 05,26,5,,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Percent coefficient of variance too high across technical replicates.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,END3,3,Top,5.28,4.14,14/11/2022,1:47,No,1,C Brunner,0,2580000,4.36,2556666.67,2430000,2.56,2.43,2.2,0,0.44,0.35,0.52,Leja - made 2020 05,45,4,,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Sampled from top of AutoFert tank.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,END3,3,Top,5.28,4.14,14/11/2022,1:48,No,2,C Brunner,0,2410000,NA,NA,NA,NA,NA,4.8,0,2.71,0.69,6.13,Leja - made 2020 05,42,4,,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Sampled from top of AutoFert tank.,CASA was not calibrated
Nov-22,Atenuis,Falcon Island north,Sperm concentration at fertilisation end,AS,13/11/2022,19:30,END3,3,Top,5.28,4.14,14/11/2022,1:49,No,3,C Brunner,0,2680000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2020 05,35,3,,Yes,0.5ml sperm + 0.1ml Bette's at about midnight,No,Sampled from top of AutoFert tank.,CASA was not calibrated
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:15,1,1,Top,0.91,0.31,15/12/2022,16:40,No,1,C Brunner,6:01,210000,8.59,190000,176666.67,0.19,0.176666667,0,0,0,0,0,Leja - made 2021 06,9,12,"Sampled from cone surface!! - Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Wrong sampling location,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:15,1,1,Top,0.91,0.31,15/12/2022,16:45,No,2,C Brunner,6:01,170000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,9,15,"Sampled from cone surface!! - Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Wrong sampling location,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:15,1,1,Top,0.91,0.31,15/12/2022,16:55,No,3,C Brunner,6:01,190000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,9,13,"Sampled from cone surface!! - Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Wrong sampling location,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:19,2,2,Top,1.1,0.5,15/12/2022,16:56,No,1,C Brunner,6:01,250000,28.77,420000,406666.67,0.42,0.406666667,0,0,0,0,0,Leja - made 2021 06,12,13,"Sampled from cone surface!! - Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Wrong sampling location,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:19,2,2,Top,1.1,0.5,15/12/2022,17:02,No,2,C Brunner,6:01,490000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,23,13,"Sampled from cone surface!! - Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Wrong sampling location,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:19,2,2,Top,1.1,0.5,15/12/2022,17:05,No,3,C Brunner,6:01,520000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,32,17,"Sampled from cone surface!! - Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Wrong sampling location,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:20,3,3,Bottom,1.17,0.57,15/12/2022,17:14,No,1,C Brunner,6:01,320000,5.1,320000,306666.67,0.32,0.306666667,0,0,0,0,0,Leja - made 2021 06,16,14,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,Yes,NA,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:20,3,3,Bottom,1.17,0.57,15/12/2022,17:16,No,2,C Brunner,6:01,340000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,16,13,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:20,3,3,Bottom,1.17,0.57,15/12/2022,17:18,No,3,C Brunner,6:01,300000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,14,13,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:22,4,4,Bottom,1.34,0.74,15/12/2022,17:24,No,1,C Brunner,6:01,230000,10.9,270000,256666.67,0.27,0.256666667,0,0,0,0,0,Leja - made 2021 06,11,13,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,Yes,NA,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:22,4,4,Bottom,1.34,0.74,15/12/2022,17:25,No,2,C Brunner,6:01,280000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,13,13,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:22,4,4,Bottom,1.34,0.74,15/12/2022,17:29,No,3,C Brunner,6:01,300000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,14,13,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:24,5,5,Bottom,1.56,0.96,15/12/2022,21:48,No,1,C Brunner,6:01,390000,21.26,300000,286666.67,0.3,0.286666667,0,0,0,0,0,Leja - made 2021 06,21,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,Yes,NA,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:24,5,5,Bottom,1.56,0.96,15/12/2022,21:53,No,2,C Brunner,6:01,250000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,16,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:24,5,5,Bottom,1.56,0.96,15/12/2022,21:56,No,3,C Brunner,6:01,260000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,14,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:27,6,6,Bottom,1.77,1.17,17/12/2022,10:00,No,1,C Brunner,6:01,260000,9.39,230000,216666.67,0.23,0.216666667,0,0,0,0,0,Leja - made 2021 06,14,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,Yes,NA,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:27,6,6,Bottom,1.77,1.17,17/12/2022,10:03,No,2,C Brunner,6:01,210000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,8,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:27,6,6,Bottom,1.77,1.17,17/12/2022,10:06,No,3,C Brunner,6:01,220000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,12,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:29,7,7,Bottom,2.05,1.45,17/12/2022,10:11,No,1,C Brunner,6:01,400000,18.22,350000,336666.67,0.35,0.336666667,0,0,0,0,0,Leja - made 2021 06,22,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,Yes,NA,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:29,7,7,Bottom,2.05,1.45,17/12/2022,10:14,No,2,C Brunner,6:01,260000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,14,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:29,7,7,Bottom,2.05,1.45,17/12/2022,10:17,No,3,C Brunner,6:01,390000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,21,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:31,8,8,Bottom,2.22,1.62,17/12/2022,10:22,No,1,C Brunner,6:01,390000,11.55,430000,416666.67,0.43,0.416666667,0,0,0,0,0,Leja - made 2021 06,21,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,Yes,NA,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:31,8,8,Bottom,2.22,1.62,17/12/2022,10:24,No,2,C Brunner,6:01,400000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,22,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:31,8,8,Bottom,2.22,1.62,17/12/2022,10:26,No,3,C Brunner,6:01,500000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,27,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:33,9,9,Bottom,2.31,1.71,17/12/2022,10:31,No,1,C Brunner,6:01,500000,3.9,526666.67,513333.33,0.53,0.513333333,0,0,0,0,0,Leja - made 2021 06,27,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,Yes,NA,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:33,9,9,Bottom,2.31,1.71,17/12/2022,10:33,No,2,C Brunner,6:01,530000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,29,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
