 year,species,origin,endpoint,factor,spawn_date,sample_time,sample_ID,sample_order,sample_location,turb,adj_turb,CASA_date,CASA_start,caffeine,tech_rep,CASA_op,DF,tech_sperm_conc,percent_CoV,sperm_conc,adj_sperm_conc,sperm_conc_mill,adj_sperm_conc_mill,motile_sperm,prog_sperm,VAP,VSL,VCL,slide,total_cells,total_frames,comments,sample_fixed,fixative,include_in_model,reason_for_exclusion,analysis_comment
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:33,9,9,Bottom,2.31,1.71,17/12/2022,10:36,No,3,C Brunner,6:01,550000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,30,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:37,10,10,Bottom,2.32,1.72,17/12/2022,10:42,No,1,C Brunner,6:01,290000,14.87,360000,346666.67,0.36,0.346666667,0,0,0,0,0,Leja - made 2021 06,16,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,Yes,NA,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:37,10,10,Bottom,2.32,1.72,17/12/2022,10:44,No,2,C Brunner,6:01,420000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,23,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:37,10,10,Bottom,2.32,1.72,17/12/2022,10:49,No,3,C Brunner,6:01,370000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,20,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:40,11,11,Bottom,2.32,1.72,17/12/2022,10:56,No,1,C Brunner,6:01,570000,17.12,460000,446666.67,0.46,0.446666667,0,0,0,0,0,Leja - made 2021 06,31,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,Yes,NA,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:40,11,11,Bottom,2.32,1.72,17/12/2022,11:01,No,2,C Brunner,6:01,420000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,23,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:40,11,11,Bottom,2.32,1.72,17/12/2022,11:04,No,3,C Brunner,6:01,390000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,21,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:43,12,12,Bottom,2.18,1.58,17/12/2022,11:08,No,1,C Brunner,6:01,390000,16.26,466666.67,453333.33,0.47,0.453333333,0,0,0,0,0,Leja - made 2021 06,20,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,Yes,NA,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:43,12,12,Bottom,2.18,1.58,17/12/2022,11:10,No,2,C Brunner,6:01,440000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,24,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:43,12,12,Bottom,2.18,1.58,17/12/2022,11:18,No,3,C Brunner,6:01,570000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,31,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:45,13,13,Bottom,2.06,1.46,17/12/2022,11:22,No,1,C Brunner,6:01,290000,12.85,313333.33,300000,0.31,0.3,0,0,0,0,0,Leja - made 2021 06,16,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,Yes,NA,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:45,13,13,Bottom,2.06,1.46,17/12/2022,11:26,No,2,C Brunner,6:01,370000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,20,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:45,13,13,Bottom,2.06,1.46,17/12/2022,11:29,No,3,C Brunner,6:01,280000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,15,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:51,14,14,Bottom,1.7,1.1,17/12/2022,11:35,No,1,C Brunner,6:01,400000,15.19,403333.33,390000,0.4,0.39,0,0,0,0,0,Leja - made 2021 06,22,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,Yes,NA,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:51,14,14,Bottom,1.7,1.1,17/12/2022,11:38,No,2,C Brunner,6:01,480000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,26,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:51,14,14,Bottom,1.7,1.1,17/12/2022,11:41,No,3,C Brunner,6:01,330000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,18,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:56,15,15,Bottom,1.7,1.1,17/12/2022,11:45,No,1,C Brunner,6:01,330000,8.18,360000,346666.67,0.36,0.346666667,0,0,0,0,0,Leja - made 2021 06,18,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,Yes,NA,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:56,15,15,Bottom,1.7,1.1,17/12/2022,11:48,No,2,C Brunner,6:01,400000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,22,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:56,15,15,Bottom,1.7,1.1,17/12/2022,11:50,No,3,C Brunner,6:01,350000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,19,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,23:01,16,16,Bottom,1.53,0.93,17/12/2022,12:03,No,1,C Brunner,6:01,200000,4.88,193333.33,180000,0.19,0.18,0,0,0,0,0,Leja - made 2021 06,11,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,Yes,NA,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,23:01,16,16,Bottom,1.53,0.93,17/12/2022,12:06,No,2,C Brunner,6:01,200000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,11,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,23:01,16,16,Bottom,1.53,0.93,17/12/2022,12:09,No,3,C Brunner,6:01,180000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,10,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,23:08,17,17,Bottom,1.19,0.59,17/12/2022,12:43,No,1,C Brunner,6:01,170000,18.86,150000,136666.67,0.15,0.136666667,0,0,0,0,0,Leja - made 2021 06,9,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,Yes,NA,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,23:08,17,17,Bottom,1.19,0.59,17/12/2022,12:48,No,2,C Brunner,6:01,170000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,9,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,23:08,17,17,Bottom,1.19,0.59,17/12/2022,12:50,No,3,C Brunner,6:01,110000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,6,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,23:34,18,18,Bottom,0.9,0.3,17/12/2022,12:55,No,1,C Brunner,6:01,130000,16.16,116666.67,103333.33,0.12,0.103333333,0,0,0,0,0,Leja - made 2021 06,7,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,Yes,NA,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,23:34,18,18,Bottom,0.9,0.3,17/12/2022,13:01,No,2,C Brunner,6:01,130000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,7,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,23:34,18,18,Bottom,0.9,0.3,17/12/2022,13:04,No,3,C Brunner,6:01,90000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,5,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,23:45,19,19,Bottom,0.6,0,17/12/2022,15:01,No,1,C Brunner,6:01,70000,23.57,60000,46666.67,0.06,0.046666667,0,0,0,0,0,Leja - made 2021 06,4,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,Yes,NA,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,23:45,19,19,Bottom,0.6,0,17/12/2022,15:03,No,2,C Brunner,6:01,70000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,4,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,23:45,19,19,Bottom,0.6,0,17/12/2022,15:06,No,3,C Brunner,6:01,40000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,2,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:17,20 - Blank,20,Bottom,0.6,0,17/12/2022,15:10,No,1,C Brunner,6:01,20000,70.71,13333.33,0,0.01,0,0,0,0,0,0,Leja - made 2021 06,1,15,Blank,Yes,0.5ml sperm + 0.1ml Bette's,Yes,NA,"1 'item' detected, which doesn't have to be sperm"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:17,20 - Blank,20,Bottom,0.6,0,17/12/2022,15:12,No,2,C Brunner,6:01,0,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,0,15,Blank,Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Dfavus,Falcon Island north,Sperm concentration curve,AS,12/12/2022,22:17,20 - Blank,20,Bottom,0.6,0,17/12/2022,15:14,No,3,C Brunner,6:01,20000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,1,15,Blank,Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"1 'item' detected, which doesn't have to be sperm"
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation start,AS,12/12/2022,22:46,S1,1,Bottom,1.92,1.32,12/12/2022,23:03,No,1,C Brunner,0,230000,29.82,326666.67,313333.33,0.33,0.313333333,75,50,119.29,65.75,130.5,Leja - made 2021 06,8,8,"No Caffeein added, as it was fresh sample and already very dilute",Yes,0.5ml sperm + 0.1ml Bette's,Yes,NA,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation start,AS,12/12/2022,22:46,S1,1,Bottom,1.92,1.32,12/12/2022,23:07,No,2,C Brunner,0,290000,NA,NA,NA,NA,NA,40,40,67.95,51.18,71.37,Leja - made 2021 06,5,4,"No Caffeein added, as it was fresh sample and already very dilute",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation start,AS,12/12/2022,22:46,S1,1,Bottom,1.92,1.32,12/12/2022,23:13,No,3,C Brunner,0,460000,NA,NA,NA,NA,NA,41.7,25,43.54,32.37,52.86,Leja - made 2021 06,12,6,"No Caffeein added, as it was fresh sample and already very dilute",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation start,AS,12/12/2022,22:46,S2,2,Bottom,1.92,1.32,12/12/2022,23:18,No,1,C Brunner,0,430000,35.09,336666.67,323333.33,0.34,0.323333333,53.8,38.5,63.25,63.52,83.88,Leja - made 2021 06,13,7,"No Caffeein added, as it was fresh sample and already very dilute",Yes,0.5ml sperm + 0.1ml Bette's,No,Percent coefficient of variance too high across technical replicates.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation start,AS,12/12/2022,22:46,S2,2,Bottom,1.92,1.32,12/12/2022,23:24,No,2,C Brunner,0,410000,NA,NA,NA,NA,NA,44.4,22.2,85.31,41.78,96.72,Leja - made 2021 06,9,5,"No Caffeein added, as it was fresh sample and already very dilute",Yes,0.5ml sperm + 0.1ml Bette's,No,Percent coefficient of variance too high across technical replicates.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation start,AS,12/12/2022,22:46,S2,2,Bottom,1.92,1.32,12/12/2022,23:26,No,3,C Brunner,0,170000,NA,NA,NA,NA,NA,100,66.7,166.55,89.79,187.78,Leja - made 2021 06,3,4,"No Caffeein added, as it was fresh sample and already very dilute",Yes,0.5ml sperm + 0.1ml Bette's,No,Percent coefficient of variance too high across technical replicates.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation start,AS,12/12/2022,22:46,S3,3,Bottom,1.92,1.32,12/12/2022,23:31,No,1,C Brunner,0,310000,24.38,413333.33,400000,0.41,0.4,75,75,189.08,98.55,210.04,Leja - made 2021 06,4,3,"No Caffeein added, as it was fresh sample and already very dilute",Yes,0.5ml sperm + 0.1ml Bette's,Yes,NA,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation start,AS,12/12/2022,22:46,S3,3,Bottom,1.92,1.32,12/12/2022,23:32,No,2,C Brunner,0,380000,NA,NA,NA,NA,NA,60,60,117.57,107.02,122.72,Leja - made 2021 06,3,3,"No Caffeein added, as it was fresh sample and already very dilute",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation start,AS,12/12/2022,22:46,S3,3,Bottom,1.92,1.32,12/12/2022,23:36,No,3,C Brunner,0,550000,NA,NA,NA,NA,NA,41.7,33.3,79.92,63.89,98.54,Leja - made 2021 06,12,5,"No Caffeein added, as it was fresh sample and already very dilute",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation start,AS,12/12/2022,22:46,S4,4,Bottom,1.92,1.32,12/12/2022,23:39,No,1,C Brunner,0,460000,28.6,333333.33,320000,0.33,0.32,50,25,87.64,32.87,102.15,Leja - made 2021 06,4,2,"No Caffeein added, as it was fresh sample and already very dilute",Yes,0.5ml sperm + 0.1ml Bette's,Yes,NA,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation start,AS,12/12/2022,22:46,S4,4,Bottom,1.92,1.32,12/12/2022,23:41,No,2,C Brunner,0,230000,NA,NA,NA,NA,NA,100,66.7,143.45,79.63,157.4,Leja - made 2021 06,3,3,"No Caffeein added, as it was fresh sample and already very dilute",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation start,AS,12/12/2022,22:46,S4,4,Bottom,1.92,1.32,12/12/2022,23:44,No,3,C Brunner,0,310000,NA,NA,NA,NA,NA,75,25,118.53,54.63,132.99,Leja - made 2021 06,4,3,"No Caffeein added, as it was fresh sample and already very dilute",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation start,AS,12/12/2022,22:46,S5,5,Bottom,1.92,1.32,12/12/2022,23:55,No,1,C Brunner,0,230000,0,230000,216666.67,0.23,0.216666667,100,100,213.8,156.61,225.1,Leja - made 2021 06,1,1,"No Caffeein added, as it was fresh sample and already very dilute",Yes,0.5ml sperm + 0.1ml Bette's,Yes,NA,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation start,AS,12/12/2022,22:46,S5,5,Bottom,1.92,1.32,13/12/2022,0:00,No,2,C Brunner,0,230000,NA,NA,NA,NA,NA,100,50,222.44,121.6,245.77,Leja - made 2021 06,2,2,"No Caffeein added, as it was fresh sample and already very dilute",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation start,AS,12/12/2022,22:46,S5,5,Bottom,1.92,1.32,13/12/2022,0:02,No,3,C Brunner,0,230000,NA,NA,NA,NA,NA,100,100,199.64,106.18,220,Leja - made 2021 06,1,1,"No Caffeein added, as it was fresh sample and already very dilute",Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation end,AS,12/12/2022,22:56,E1,1,Bottom,1.7,1.1,13/12/2022,1:04,Yes,1,C Brunner,10:01,250000,27.93,380000,366666.67,0.38,0.366666667,100,0,200.79,53.09,241.73,Leja - made 2021 06,1,1,,Yes,0.5ml sperm + 0.1ml Bette's,No,Caffeine added.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation end,AS,12/12/2022,22:56,E1,1,Bottom,1.7,1.1,13/12/2022,1:06,Yes,2,C Brunner,10:01,380000,NA,NA,NA,NA,NA,33.3,0,1.71,1.61,2.24,Leja - made 2021 06,3,2,,Yes,0.5ml sperm + 0.1ml Bette's,No,Caffeine added.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation end,AS,12/12/2022,22:56,E1,1,Bottom,1.7,1.1,13/12/2022,1:09,Yes,3,C Brunner,10:01,510000,NA,NA,NA,NA,NA,50,0,101.34,16.88,124.18,Leja - made 2021 06,2,1,,Yes,0.5ml sperm + 0.1ml Bette's,No,Caffeine added.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation end,AS,12/12/2022,22:56,E2,2,Bottom,1.7,1.1,13/12/2022,1:11,Yes,1,C Brunner,10:01,1010000,36.14,716666.67,703333.33,0.72,0.703333333,25,25,45.77,25.94,49.95,Leja - made 2021 06,4,1,,Yes,0.5ml sperm + 0.1ml Bette's,No,Caffeine added.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation end,AS,12/12/2022,22:56,E2,2,Bottom,1.7,1.1,13/12/2022,1:17,Yes,2,C Brunner,10:01,760000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,3,1,,Yes,0.5ml sperm + 0.1ml Bette's,No,Caffeine added.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation end,AS,12/12/2022,22:56,E2,2,Bottom,1.7,1.1,13/12/2022,1:26,Yes,3,C Brunner,10:01,380000,NA,NA,NA,NA,NA,66.7,0,4.48,3.63,6.26,Leja - made 2021 06,3,2,,Yes,0.5ml sperm + 0.1ml Bette's,No,Caffeine added.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation end,AS,12/12/2022,22:56,E3,3,Bottom,1.7,1.1,13/12/2022,1:29,Yes,1,C Brunner,10:01,510000,17.37,613333.33,600000,0.61,0.6,0,0,0,0,0,Leja - made 2021 06,5,3,,Yes,0.5ml sperm + 0.1ml Bette's,No,Caffeine added.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation end,AS,12/12/2022,22:56,E3,3,Bottom,1.7,1.1,13/12/2022,1:32,Yes,2,C Brunner,10:01,570000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,5,2,,Yes,0.5ml sperm + 0.1ml Bette's,No,Caffeine added.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation end,AS,12/12/2022,22:56,E3,3,Bottom,1.7,1.1,13/12/2022,1:39,Yes,3,C Brunner,10:01,760000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,6,2,,Yes,0.5ml sperm + 0.1ml Bette's,No,Caffeine added.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation end,AS,12/12/2022,22:56,E4,4,Bottom,1.7,1.1,13/12/2022,1:42,Yes,1,C Brunner,10:01,920000,44.41,643333.33,630000,0.64,0.63,0,0,0,0,0,Leja - made 2021 06,4,1,,Yes,0.5ml sperm + 0.1ml Bette's,No,Caffeine added.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation end,AS,12/12/2022,22:56,E4,4,Bottom,1.7,1.1,13/12/2022,1:43,Yes,2,C Brunner,10:01,250000,NA,NA,NA,NA,NA,100,0,9.75,8.36,13.38,Leja - made 2021 06,1,1,,Yes,0.5ml sperm + 0.1ml Bette's,No,Caffeine added.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation end,AS,12/12/2022,22:56,E4,4,Bottom,1.7,1.1,13/12/2022,1:44,Yes,3,C Brunner,10:01,760000,NA,NA,NA,NA,NA,33.3,33.3,68.47,33.3,76.8,Leja - made 2021 06,3,1,,Yes,0.5ml sperm + 0.1ml Bette's,No,Caffeine added.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation end,AS,12/12/2022,22:56,E5,5,Bottom,1.7,1.1,13/12/2022,1:49,Yes,1,C Brunner,10:01,1140000,49.18,1000000,986666.67,1,0.986666667,22.2,0,38.11,4.35,51.85,Leja - made 2021 06,9,2,,Yes,0.5ml sperm + 0.1ml Bette's,No,Caffeine added.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation end,AS,12/12/2022,22:56,E5,5,Bottom,1.7,1.1,13/12/2022,1:50,Yes,2,C Brunner,10:01,1520000,NA,NA,NA,NA,NA,33.3,0,31.51,11.1,37.35,Leja - made 2021 06,6,1,,Yes,0.5ml sperm + 0.1ml Bette's,No,Caffeine added.,
Dec-22,Dfavus,Falcon Island north,Sperm concentration at fertilisation end,AS,12/12/2022,22:56,E5,5,Bottom,1.7,1.1,13/12/2022,1:51,Yes,3,C Brunner,10:01,340000,NA,NA,NA,NA,NA,100,75,133.72,103.73,140.26,Leja - made 2021 06,4,3,,Yes,0.5ml sperm + 0.1ml Bette's,No,Caffeine added.,
Dec-22,Aloripes ,Davies Reef,Sperm concentration curve,AS,14/12/2022,21:28,1 - Blank,1,Bottom,0.51,0,21/12/2022,13:26,No,1,C Brunner,6:01,0,141.42,6666.67,0,0.01,0,0,0,0,0,0,Leja - made 2021 06,0,15,Blank,Yes,0.5ml sperm + 0.1ml Bette's,Yes,NA,"Sample fixed before measurment, hence no motility data"
Dec-22,Aloripes ,Davies Reef,Sperm concentration curve,AS,14/12/2022,21:28,1 - Blank,1,Bottom,0.51,0,21/12/2022,13:29,No,2,C Brunner,6:01,20000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,1,15,Blank,Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"1 'item' detected, which doesn't have to be sperm"
Dec-22,Aloripes ,Davies Reef,Sperm concentration curve,AS,14/12/2022,21:28,1 - Blank,1,Bottom,0.51,0,21/12/2022,13:31,No,3,C Brunner,6:01,0,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,0,15,Blank,Yes,0.5ml sperm + 0.1ml Bette's,No,Technical replicate.,"Sample fixed before measurment, hence no motility data"
Dec-22,Aloripes ,Davies Reef,Sperm concentration curve,AS,14/12/2022,21:36,2,2,Bottom,0.7,0.19,21/12/2022,13:36,No,1,C Brunner,6:01,40000,32.44,63333.33,56666.67,0.06,0.056666667,0,0,0,0,0,Leja - made 2021 06,2,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Percent coefficient of variance too high across technical replicates.,"Sample fixed before measurment, hence no motility data"
Dec-22,Aloripes ,Davies Reef,Sperm concentration curve,AS,14/12/2022,21:36,2,2,Bottom,0.7,0.19,21/12/2022,13:41,No,2,C Brunner,6:01,60000,NA,NA,NA,NA,NA,0,0,0,0,0,Leja - made 2021 06,3,15,"Sample fixed before measurment, hence no motility data",Yes,0.5ml sperm + 0.1ml Bette's,No,Percent coefficient of variance too high across technical replicates.,"Sample fixed before measurment, hence no motility data"
